,endTime,artistName,trackName,msPlayed
1022,2021-05-20 01:34,Morray,Quicksand,17136.0
1023,2021-05-20 01:34,YBN Nahmir,Cake (feat. Wiz Khalifa),4980.0
1024,2021-05-20 01:34,Spillage Village,Shiva (with JID & EARTHGANG feat. Benji. & Jurdan Bryant),260086.0
1025,2021-05-20 01:38,Young Stoner Life,Solid (feat. Drake),215693.0
1027,2021-05-20 01:42,Young Stoner Life,Diamonds Dancing (feat. Travis Scott),242600.0
1028,2021-05-20 01:46,Kevin Gates,Big Gangsta,243462.0
1029,2021-05-20 01:48,Moneybagg Yo,Time Today,136899.0
1030,2021-05-20 01:51,Lil Baby,Real As It Gets (feat. EST Gee),179399.0
1031,2021-05-20 01:54,Saweetie,Best Friend (feat. Doja Cat),155883.0
1032,2021-05-20 01:57,Rich The Kid,Fall Threw (feat. Young Thug & Gunna),11071.0
1033,2021-05-20 01:57,YoungBoy Never Broke Again,Territorial,192000.0
1034,2021-05-20 02:00,Mac Miller,Kool Aid & Frozen Pizza,2647.0
1035,2021-05-20 02:00,Internet Money,JETSKI (feat. Lil Mosey & Lil Tecca),13248.0
1036,2021-05-20 02:00,NLE Choppa,Final Warning,156894.0
1037,2021-05-20 02:03,Mac Miller,The Spins,195873.0
1038,2021-05-20 02:07,21 Savage,Mr. Right Now (feat. Drake),193838.0
1039,2021-05-20 02:09,Sammy Adams,All Night Longer,177093.0
1040,2021-05-20 02:10,Mooski,Track Star,7177.0
1041,2021-05-20 02:13,Morray,Quicksand,219800.0
1042,2021-05-20 02:18,KYLE,iSpy (feat. Lil Yachty),253106.0
1043,2021-05-20 02:18,7ru7h,Oblivion,5458.0
1044,2021-05-20 02:21,Afroman,Because I Got High,194676.0
1045,2021-05-20 02:24,Mura Masa,Love$ick (feat. A$AP Rocky),192160.0
1046,2021-05-20 02:30,Spillage Village,"End Of Daze (with EARTHGANG & JID feat. Jurdan Bryant, Mereba & Hollywood JB)",333328.0
1047,2021-05-20 02:34,Spillage Village,Oshun (with EARTHGANG & 6LACK feat. Jurdan Bryant),242099.0
1048,2021-05-20 16:24,Spillage Village,Mecca (with JID & EARTHGANG),402685.0
1049,2021-05-20 16:27,A$AP Rocky,Goldie,192066.0
1050,2021-05-20 16:31,French Montana,Unforgettable,233901.0
1051,2021-05-20 16:32,Kendrick Lamar,HiiiPower,33645.0
1052,2021-05-20 16:32,Drake,Portland,10472.0
1053,2021-05-20 16:36,Don Toliver,What You Need,217609.0
1054,2021-05-20 16:36,SpotemGottem,Beat Box 3 (feat. DaBaby),8935.0
1055,2021-05-20 16:40,Young Stoner Life,Solid (feat. Drake),736.0
1056,2021-05-20 16:40,Joyner Lucas,Ramen & OJ,218447.0
1057,2021-05-20 16:42,Cico P,Tampa,8455.0
1058,2021-05-20 16:42,42 Dugg,4 Da Gang (with Roddy Ricch),155720.0
1059,2021-05-20 16:45,DDG,Rule #1 (feat. Lil Yachty),30162.0
1060,2021-05-20 16:45,J. Cole,a m a r i,148421.0
1061,2021-05-20 16:45,Nicki Minaj,Seeing Green (with Drake & Lil Wayne),7163.0
1062,2021-05-20 16:49,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883.0
1063,2021-05-20 16:50,Playboi Carti,Right Now (feat. Pi'erre Bourne),17177.0
1064,2021-05-20 16:54,Absofacto,Dissolve,1345.0
1065,2021-05-20 16:54,Kanye West,Bound 2,229146.0
1066,2021-05-20 16:56,Tory Lanez,Do The Most,8750.0
1067,2021-05-20 16:56,A Boogie Wit da Hoodie,Me and My Guitar,161764.0
1068,2021-05-20 17:00,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",188563.0
1069,2021-05-20 17:03,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),204723.0
1071,2021-05-20 17:05,Rich The Kid,Red,132186.0
1072,2021-05-20 17:05,Rvssian,Only The Team (with Lil Mosey & Lil Tjay),3622.0
1073,2021-05-20 17:07,YoungBoy Never Broke Again,Outside Today,129105.0
1074,2021-05-20 17:08,6LACK,Learn Ya,5232.0
1075,2021-05-20 17:12,24kGoldn,VALENTINO,2293.0
1076,2021-05-20 17:12,Rae Sremmurd,Guatemala - From Swaecation,256341.0
1077,2021-05-20 17:15,Fetty Wap,679 (feat. Remy Boyz),196693.0
1078,2021-05-20 17:19,T.I.,Whatever You Like,249533.0
1079,2021-05-20 17:22,Gunna,Sold Out Dates (feat. Lil Baby),166368.0
1080,2021-05-20 17:25,YoungBoy Never Broke Again,Self Control,185865.0
1081,2021-05-20 17:28,YoungBoy Never Broke Again,Make No Sense,7778.0
1082,2021-05-20 17:28,YNW Melly,223's (feat. 9lokknine),176640.0
1083,2021-05-20 17:28,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd),13380.0
1084,2021-05-20 17:31,YoungBoy Never Broke Again,Ranada,174358.0
1085,2021-05-20 17:41,6 Dogs,Faygo Dreams,171906.0
1086,2021-05-20 17:44,Nebu Kiniza,Gassed Up,180467.0
1087,2021-05-20 17:48,Lil Uzi Vert,Baby Pluto,154.0
1088,2021-05-20 17:48,Lil Uzi Vert,Prices,233333.0
1089,2021-05-20 17:50,Young Thug,Bad Bad Bad (feat. Lil Baby),149040.0
1090,2021-05-20 17:51,MGMT,Kids,15971.0
1091,2021-05-20 17:53,Gunna,Who You Foolin,150209.0
1092,2021-05-20 17:53,Gunna,SKYBOX,5781.0
1093,2021-05-20 17:56,NAV,Champion (feat. Travis Scott),1346.0
1094,2021-05-20 17:56,Outkast,"So Fresh, So Clean",3900.0
1095,2021-05-20 17:56,A Boogie Wit da Hoodie,Me and My Guitar,146889.0
1096,2021-05-20 17:56,A Boogie Wit da Hoodie,Me and My Guitar,1439.0
1097,2021-05-20 17:56,NLE Choppa,Walk Em Down (feat. Roddy Ricch),7337.0
1098,2021-05-20 17:59,Gunna,Same Yung Nigga (feat. Playboi Carti),180934.0
1099,2021-05-21 16:20,Gucci Mane,Big Booty (feat. Megan Thee Stallion),2885.0
1100,2021-05-21 18:18,Gucci Mane,Big Booty (feat. Megan Thee Stallion),4829.0
1101,2021-05-21 18:21,Rich The Kid,Fall Threw (feat. Young Thug & Gunna),189830.0
1102,2021-05-21 18:24,Meek Mill,Going Bad (feat. Drake),180522.0
1103,2021-05-21 18:31,Gunna,Same Yung Nigga (feat. Playboi Carti),168430.0
1104,2021-05-21 18:34,YoungBoy Never Broke Again,Territorial,192000.0
1105,2021-05-21 18:37,DaBaby,Masterpiece,15185.0
1106,2021-05-21 18:37,Rich The Kid,Fall Threw (feat. Young Thug & Gunna),162625.0
1107,2021-05-21 18:41,Baby Keem,durag activity (with Travis Scott),213066.0
1108,2021-05-22 00:38,Baby Keem,durag activity (with Travis Scott),227760.0
1109,2021-05-22 00:39,NLE Choppa,Final Warning,84814.0
1110,2021-05-22 00:40,Murda Beatz,Banana Split (with YNW Melly feat. Lil Durk),1207.0
1111,2021-05-22 00:40,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),1091.0
1112,2021-05-22 00:40,Rvssian,Only The Team (with Lil Mosey & Lil Tjay),6455.0
1113,2021-05-22 00:40,Roddy Ricch,Roll Dice,859.0
1114,2021-05-22 00:40,Kanye West,Famous,1300.0
1115,2021-05-22 00:44,Young Stoner Life,Solid (feat. Drake),215693.0
1116,2021-05-22 00:44,Post Malone,Candy Paint,1207.0
1117,2021-05-22 00:44,DJ Khaled,POPSTAR (feat. Drake),1904.0
1118,2021-05-22 00:44,DaBaby,ROCKSTAR (feat. Roddy Ricch),1277.0
1119,2021-05-22 00:44,The Kid LAROI,TELL ME WHY,3877.0
1120,2021-05-22 00:44,iann dior,Strings,1184.0
1121,2021-05-22 00:44,YoungBoy Never Broke Again,Outside Today,1555.0
1122,2021-05-22 00:44,Calboy,Envy Me,32376.0
1123,2021-05-22 00:44,Nelly Furtado,Promiscuous,4156.0
1124,2021-05-22 00:47,The Future Kingz,3 Vets,175412.0
1125,2021-05-22 22:40,Pop Smoke,Paranoia (feat. Gunna & Young Thug),177309.0
1126,2021-05-22 22:44,Kevin Gates,Big Gangsta,198902.0
1127,2021-05-22 22:45,Baby Keem,durag activity (with Travis Scott),68150.0
1128,2021-05-25 03:26,Baby Keem,durag activity (with Travis Scott),240554.0
1129,2021-05-25 03:30,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883.0
1130,2021-05-25 03:33,Moneybagg Yo,Time Today,136899.0
1131,2021-05-25 03:36,Rod Wave,Richer (feat. Polo G),6157.0
1132,2021-05-25 03:36,Internet Money,JETSKI (feat. Lil Mosey & Lil Tecca),16161.0
1133,2021-05-25 03:36,Baby Keem,durag activity (with Travis Scott),487.0
1134,2021-05-25 03:36,NLE Choppa,Final Warning,278.0
1135,2021-05-25 03:36,Cordae,Wassup (feat. Young Thug),3854.0
1136,2021-05-25 03:36,Lil Baby,Real As It Gets (feat. EST Gee),192804.0
1137,2021-05-25 03:39,Frank Ocean,Chanel,1462.0
1138,2021-05-25 03:39,Post Malone,Wow.,1091.0
1139,2021-05-25 03:39,YBN Nahmir,Cake (feat. Wiz Khalifa),1114.0
1140,2021-05-25 03:39,EARTHGANG,Proud Of U (feat. Young Thug),3320.0
1141,2021-05-25 03:39,Don Toliver,Cardigan,1160.0
1142,2021-05-25 03:39,Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",1323.0
1143,2021-05-25 03:39,Lil Nas X,HOLIDAY,154997.0
1144,2021-05-25 03:39,Lil Baby,Emotionally Scarred,1602.0
1145,2021-05-25 03:39,Lil Uzi Vert,Baby Pluto,1950.0
1146,2021-05-25 03:39,Lil Nas X,Rodeo - feat. Nas,14024.0
1147,2021-05-25 03:43,Drake,Toosie Slide,1021.0
1148,2021-05-25 03:43,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),206702.0
1149,2021-05-25 03:43,Swae Lee,Someone Said,3704.0
1150,2021-05-25 03:45,Famous Dex,JAPAN,142000.0
1151,2021-05-25 03:45,Roddy Ricch,The Box,139.0
1152,2021-05-25 03:45,Roddy Ricch,The Box,1114.0
1153,2021-05-25 03:45,Roddy Ricch,The Box,441.0
1154,2021-05-25 03:45,Future,Hard Work Pays Off,580.0
1155,2021-05-25 03:45,Future,Hard Work Pays Off,1277.0
1156,2021-05-25 03:45,Lil Mosey,Burberry Headband,139.0
1157,2021-05-25 03:45,Lil Mosey,Burberry Headband,975.0
1158,2021-05-25 03:45,iann dior,Never Is Enough,139.0
1159,2021-05-25 03:45,iann dior,Never Is Enough,487.0
1160,2021-05-25 03:45,iann dior,Never Is Enough,2066.0
1161,2021-05-25 03:45,Lil Baby,Out The Mud,5945.0
1162,2021-05-25 03:46,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),835.0
1163,2021-05-25 03:46,Internet Money,Somebody,441.0
1164,2021-05-25 03:48,Saweetie,Best Friend (feat. Doja Cat),155883.0
1165,2021-05-25 03:48,Lil Uzi Vert,SideLine Watching (Hold Up),5319.0
1166,2021-05-25 03:48,Rich The Kid,Money Talk (feat. YoungBoy Never Broke Again),1044.0
1167,2021-05-25 03:48,JACKBOYS,GANG GANG,859.0
1168,2021-05-25 03:48,THE SCOTTS,THE SCOTTS,1021.0
1169,2021-05-25 03:48,MadeinTYO,Ned Flanders (feat. A$AP Ferg),975.0
1170,2021-05-25 03:48,Calboy,Envy Me,1021.0
1171,2021-05-25 03:48,Lil Yachty,Forever Young,5015.0
1172,2021-05-25 04:04,Playboi Carti,Shoota (feat. Lil Uzi Vert),1068.0
1173,2021-05-25 04:04,6LACK,Learn Ya,1021.0
1174,2021-05-25 04:04,Big Sean,Lithuania (feat. Travis Scott),1021.0
1175,2021-05-25 04:04,Rich The Kid,Fall Threw (feat. Young Thug & Gunna),6085.0
1176,2021-05-25 04:04,Kevin Gates,Me Too,202300.0
1177,2021-05-25 04:08,6ix9ine,TROLLZ (with Nicki Minaj),6417.0
1178,2021-05-25 04:08,Morray,Quicksand,224933.0
1179,2021-05-25 04:10,Freddie Dredd,Opaul,140487.0
1180,2021-05-25 04:11,Jack Harlow,WHATS POPPIN,39779.0
1181,2021-05-25 04:14,Cordae,Wassup (feat. Young Thug),164633.0
1182,2021-05-25 04:16,Spillage Village,Baptize (with JID & EARTHGANG feat. Ant Clemons),103916.0
1183,2021-05-28 20:23,Spillage Village,Mecca (with JID & EARTHGANG),509573.0
1184,2021-05-28 20:27,Spillage Village,Mecca (with JID & EARTHGANG),37515.0
1185,2021-05-28 20:27,Spillage Village,Mecca (with JID & EARTHGANG),3529.0
1186,2021-05-28 20:29,Internet Money,JETSKI (feat. Lil Mosey & Lil Tecca),163305.0
1187,2021-05-28 20:33,Baby Keem,durag activity (with Travis Scott),225020.0
1188,2021-05-28 20:33,NLE Choppa,Final Warning,270.0
1189,2021-05-28 20:36,Kevin Gates,Me Too,177980.0
1190,2021-05-28 20:38,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,94040.0
1191,2021-05-30 00:17,Mac Miller,Good News,27757.0
1192,2021-05-30 00:21,Petit Biscuit,Sunset Lover,238907.0
1193,2021-05-30 00:25,Jared Feinman,Inside a Reverie,17543.0
1194,2021-05-30 00:28,Great Job,Palm Springs,146526.0
1195,2021-05-30 00:28,mike.,2 birds,10707.0
1196,2021-05-30 00:31,Y BALLOON,Sunset Dawn,206222.0
1197,2021-05-30 00:36,Z32,Shadows,300000.0
1198,2021-05-30 00:40,Lenice Raquel,Make Your Mind,198008.0
1199,2021-05-30 00:43,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186147.0
1200,2021-05-30 00:46,Reece Ratliff,Checkered Vans,195113.0
1201,2021-05-30 00:49,Rohail,Hideout,199360.0
1202,2021-05-30 00:50,Bankrol Hayden,Rich Bitch,56310.0
1203,2021-05-30 00:55,Coldplay,Fix You,295533.0
1204,2021-05-30 00:56,Trigz,Moving on,53996.0
1205,2021-05-30 01:00,Imani Wj Wright,So I Thought,217338.0
1206,2021-05-30 01:00,Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,24891.0
1207,2021-05-30 01:04,Lauv,I Like Me Better,197437.0
1208,2021-05-30 01:04,Kygo,Stole the Show,51897.0
1209,2021-05-30 01:08,Mr. Probz,Waves - Robin Schulz Radio Edit,208133.0
1210,2021-05-30 01:15,Sespool,Newsflash,17006.0
1211,2021-05-30 01:15,Vance Joy,Riptide,204280.0
1212,2021-05-30 01:19,Winter Havens,Count This Money,220274.0
1213,2021-05-30 01:22,Josefine,Let It Go,170182.0
1214,2021-05-30 01:25,Burna Boy,On the Low,185899.0
1215,2021-05-30 01:28,Mike Perry,The Ocean (feat. Shy Martin),183414.0
1216,2021-05-30 01:31,Hasan Christopher,All I Need Is You,169072.0
1217,2021-05-30 01:33,Dylan Sitts,Excursion,153684.0
1218,2021-05-30 01:36,H.1,Nothing changes: everything is different,169796.0
1219,2021-05-30 01:40,Nakala,Holding Feelings,217846.0
1220,2021-05-30 01:41,wüsh,Night,72289.0
1221,2021-05-30 01:43,"Sarah, the Illstrumentalist",Special Friend,137125.0
1222,2021-05-30 01:45,Smika,Quilt,127220.0
1223,2021-05-30 01:49,Elderbrook,Bird Song,196319.0
1224,2021-05-30 01:50,Idealism,controlla,108000.0
1225,2021-05-30 01:54,City Girl,Velvet Garden,233198.0
1226,2021-05-30 01:57,Peter Manos,You Don't Know Me,172307.0
1227,2021-05-30 02:01,slchld,I would,205563.0
1228,2021-05-30 02:06,Kodaline,All I Want,305747.0
1229,2021-05-30 02:09,JP Cooper,September Song,220291.0
1230,2021-05-30 02:14,OneRepublic,Counting Stars,257840.0
1231,2021-05-30 02:18,James Bay,Let It Go,260533.0
1232,2021-05-30 02:21,Alec Benjamin,Let Me Down Slowly,167500.0
1233,2021-05-30 02:24,Khalid,Talk (feat. Disclosure),196571.0
1234,2021-05-30 02:28,Vance Joy,Lay It on Me,215493.0
1235,2021-05-30 02:30,Bankrol Hayden,Brothers (feat. Luh Kel),131853.0
1236,2021-05-30 02:33,Billie Eilish,when the party's over,196077.0
1237,2021-05-30 02:36,Lauv,Drugs & The Internet,178560.0
1238,2021-05-30 02:39,Martin Garrix,In the Name of Love,194541.0
1239,2021-05-30 02:42,Khalid,Outta My Head (with John Mayer),176242.0
1240,2021-05-30 02:45,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040.0
1241,2021-05-30 02:48,Kacey Musgraves,Golden Hour,198453.0
1242,2021-05-30 02:51,Lauv,i'm so tired...,162587.0
1243,2021-05-30 02:54,Bazzi,Paradise,169038.0
1244,2021-05-30 02:57,Billie Eilish,wish you were gay,221543.0
1245,2021-05-30 03:02,The Weeknd,I Feel It Coming,269187.0
1246,2021-05-30 03:05,LANY,okay,169183.0
1247,2021-05-30 03:09,Khalid,Self,229960.0
1248,2021-05-30 03:12,Bea Miller,it's not u it's me,194526.0
1249,2021-05-30 03:15,Ariana Grande,needy,171573.0
1250,2021-05-30 03:18,Christian French,breaking all the rules,206262.0
1251,2021-05-30 03:22,Tame Impala,Borderline,237800.0
1252,2021-05-30 03:25,Shoffy,Cool Again,191935.0
1253,2021-05-30 03:28,blackbear,1 SIDED LOVE,170667.0
1254,2021-05-30 03:31,Conan Gray,The King,174320.0
1255,2021-05-30 03:34,FRENSHIP,Keep You Close,197814.0
1256,2021-05-30 03:38,Quinn XCII,Holding Hands (feat. Elohim),224745.0
1257,2021-05-30 03:40,Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,114865.0
1258,2021-05-30 03:44,Jack & Jack,Day Dreaming,210489.0
1259,2021-05-30 03:47,A R I Z O N A,Find Someone,188588.0
1260,2021-05-30 03:51,j ember,Bargain Flights,15187.0
1261,2021-05-30 03:51,AJR,Don't Throw Out My Legos,250839.0
1262,2021-05-30 03:55,Justin Bieber,Intentions (feat. Quavo),212867.0
1263,2021-05-30 04:02,Shae Brock,Hollywood Mansion,222633.0
1264,2021-05-30 04:07,Salazar El Tabaquero,Soy Trapero,266053.0
1265,2021-05-31 03:03,Young Stoner Life,Solid (feat. Drake),240538.0
1266,2021-05-31 03:05,Lil Tecca,NEVER LEFT,101575.0
1267,2021-05-31 03:05,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),20572.0
1268,2021-05-31 03:09,Don Toliver,What You Need,217609.0
1269,2021-05-31 03:12,Cico P,Tampa,176160.0
1270,2021-05-31 03:14,Joyner Lucas,Ramen & OJ,125264.0
1271,2021-05-31 03:18,Trippie Redd,Miss The Rage (feat. Playboi Carti),234637.0
1272,2021-05-31 03:23,Spillage Village,Mecca (with JID & EARTHGANG),290035.0
1273,2021-05-31 03:26,Kevin Gates,Me Too,202300.0
1274,2021-05-31 03:32,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300.0
1275,2021-05-31 03:35,Tiësto,Jackie Chan,215759.0
1276,2021-05-31 03:36,Post Malone,Wow.,7569.0
1277,2021-05-31 03:36,Wes Walker,Jordan Belfort,3599.0
1278,2021-05-31 03:36,Lil Uzi Vert,Chrome Heart Tags,1369.0
1279,2021-05-31 03:36,Preme,Jackie Chan,18336.0
1280,2021-05-31 03:38,Lil Tecca,Out Of Love (feat. Internet Money),153626.0
1281,2021-05-31 03:39,Monica,Trenches,8777.0
1282,2021-05-31 03:39,Lil Uzi Vert,Prices,46679.0
1283,2021-05-31 03:42,Pop Smoke,Got It On Me,164579.0
1284,2021-05-31 03:45,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",195428.0
1285,2021-05-31 03:49,KYLE,iSpy (feat. Lil Yachty),253106.0
1286,2021-05-31 03:53,Fetty Wap,679 (feat. Remy Boyz),196693.0
1287,2021-05-31 03:56,24kGoldn,VALENTINO,179133.0
1288,2021-05-31 03:59,Post Malone,Candy Paint,2438.0
1289,2021-05-31 03:59,6 Dogs,Faygo Dreams,171906.0
1290,2021-05-31 03:59,Drake,Laugh Now Cry Later (feat. Lil Durk),2582.0
1291,2021-05-31 04:03,Brent Faiyaz,Dead Man Walking,247079.0
1292,2021-05-31 04:06,Roddy Ricch,The Box,2252.0
1293,2021-05-31 04:06,Jasiah,Break Shit,1555.0
1294,2021-05-31 04:06,YoungBoy Never Broke Again,Fine By Time,26925.0
1295,2021-05-31 04:06,Playboi Carti,FlatBed Freestyle,3668.0
1296,2021-05-31 04:06,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),183588.0
1297,2021-05-31 04:06,Lil Baby,Same Thing,1973.0
1298,2021-05-31 04:09,Gunna,SKYBOX,178096.0
1299,2021-05-31 04:13,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),2600.0
1300,2021-05-31 04:13,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),197760.0
1301,2021-05-31 04:13,Tiësto,Jackie Chan,2371.0
1302,2021-05-31 04:13,Kanye West,Bound 2,1486.0
1303,2021-05-31 04:15,Freddie Dredd,Opaul,140487.0
1304,2021-05-31 04:15,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),2321.0
1305,2021-05-31 04:15,Lil Uzi Vert,Secure The Bag,3719.0
1306,2021-05-31 04:15,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,2391.0
1307,2021-05-31 04:18,Famous Dex,JAPAN,142000.0
1308,2021-05-31 04:21,Nebu Kiniza,Can't Deny (feat. Lil Tecca),12962.0
1309,2021-05-31 04:21,NAV,Champion (feat. Travis Scott),195053.0
1310,2021-05-31 04:25,Travis Scott,WAKE UP,231963.0
1311,2021-05-31 04:25,Rich The Kid,Red,4820.0
1312,2021-05-31 04:25,Lil Mosey,Blueberry Faygo,2252.0
1313,2021-05-31 04:27,Polo G,Martin & Gina,132832.0
1314,2021-05-31 04:28,Internet Money,Somebody,1695.0
1315,2021-05-31 04:28,bbno$,mememe,38912.0
1316,2021-05-31 04:30,The Kid LAROI,ERASE U,109094.0
1317,2021-05-31 04:30,Drake,Toosie Slide,1091.0
1318,2021-05-31 04:30,Tee Grizzley,White Lows Off Designer (feat. Lil Durk),4253.0
1319,2021-05-31 04:30,YBN Nahmir,Rubbin off the Paint,1346.0
1320,2021-05-31 04:30,Murda Beatz,Banana Split (with YNW Melly feat. Lil Durk),1439.0
1321,2021-05-31 04:30,Damian Marley,"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix",1578.0
1322,2021-05-31 04:30,MadeinTYO,Ned Flanders (feat. A$AP Ferg),1253.0
1323,2021-05-31 04:32,Lil Baby,"Catch The Sun - From ""Queen & Slim: The Soundtrack""",141223.0
1324,2021-05-31 04:35,Lil Nas X,HOLIDAY,3157.0
1325,2021-05-31 04:35,Lil Nas X,MONTERO (Call Me By Your Name),137875.0
1326,2021-05-31 04:40,Spillage Village,"End Of Daze (with EARTHGANG & JID feat. Jurdan Bryant, Mereba & Hollywood JB)",333328.0
1327,2021-05-31 04:41,YoungBoy Never Broke Again,Call Me Late,6088.0
1328,2021-05-31 04:41,Internet Money,Somebody,2716.0
1329,2021-05-31 04:44,Octavian,Famous,204300.0
1330,2021-05-31 04:44,EARTHGANG,Proud Of U (feat. Young Thug),2113.0
1331,2021-05-31 04:44,Polo G,Don't Believe The Hype,3133.0
1332,2021-05-31 04:44,Lil Noodle,High Off You,1439.0
1333,2021-05-31 04:44,Playboi Carti,Right Now (feat. Pi'erre Bourne),1695.0
1334,2021-05-31 04:44,YoungBoy Never Broke Again,Make No Sense,1648.0
1335,2021-05-31 04:44,YoungBoy Never Broke Again,Ranada,1857.0
1336,2021-05-31 04:44,YBN Nahmir,Pop Like This (feat. Yo Gotti),1160.0
1337,2021-05-31 04:44,bbno$,mememe,1300.0
1338,2021-05-31 04:47,YoungBoy Never Broke Again,Long RD,175527.0
1339,2021-05-31 04:50,Kodak Black,Transportin',169344.0
1340,2021-05-31 04:54,Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd),213426.0
1341,2021-05-31 04:56,Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",1207.0
1342,2021-05-31 04:56,Tory Lanez,Do The Most,1764.0
1343,2021-05-31 04:56,24kGoldn,VALENTINO,998.0
1344,2021-05-31 04:56,Spillage Village,Oshun (with EARTHGANG & 6LACK feat. Jurdan Bryant),155666.0
1345,2021-05-31 04:56,Isaiah Rashad,Nelly,1044.0
1346,2021-05-31 04:56,Lil Uzi Vert,Chrome Heart Tags,1184.0
1347,2021-05-31 04:56,YoungBoy Never Broke Again,Outside Today,1950.0
1348,2021-05-31 04:56,Jack Harlow,WHATS POPPIN,1114.0
1349,2021-05-31 04:56,Spillage Village,Mecca (with JID & EARTHGANG),2066.0
1350,2021-05-31 04:59,Lil Tecca,Amigo,150093.0
1351,2021-05-31 05:00,JACKBOYS,GANG GANG,1764.0
1352,2021-05-31 05:00,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),1277.0
1353,2021-05-31 05:00,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1253.0
1354,2021-05-31 05:00,Kanye West,Bound 2,44872.0
1355,2021-05-31 05:02,Cordae,Wassup (feat. Young Thug),118886.0
1356,2021-05-31 05:05,Famous Dex,JAPAN,2139.0
1357,2021-05-31 05:05,DJ Khaled,GREECE (feat. Drake),218901.0
1358,2021-05-31 05:05,Murda Beatz,Banana Split (with YNW Melly feat. Lil Durk),928.0
1359,2021-05-31 05:05,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),2948.0
1360,2021-05-31 05:07,Lil Mosey,Live This Wild,122853.0
1361,2021-05-31 05:10,Arizona Zervas,24,123995.0
1362,2021-05-31 05:12,Oliver Tree,Alien Boy,164312.0
1363,2021-05-31 05:12,Drake,Pain 1993 (with Playboi Carti),3440.0
1364,2021-05-31 05:15,YoungBoy Never Broke Again,How You Want It,150980.0
1365,2021-05-31 05:17,Trippie Redd,Mac 10,127741.0
1366,2021-05-31 05:20,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",188563.0
1367,2021-05-31 05:23,Jasiah,Break Shit,5276.0
1368,2021-05-31 05:23,Rich The Kid,Fall Threw (feat. Young Thug & Gunna),189830.0
1369,2021-05-31 05:24,7ru7h,Oblivion,2832.0
1370,2021-05-31 05:24,Rae Sremmurd,Guatemala - From Swaecation,5270.0
1371,2021-05-31 05:24,Gunna,RELENTLESS (feat. Lil Uzi Vert),2205.0
1372,2021-05-31 05:24,Rich The Kid,Money Talk (feat. YoungBoy Never Broke Again),2043.0
1373,2021-05-31 05:24,Tee Grizzley,White Lows Off Designer (feat. Lil Durk),4458.0
1374,2021-05-31 05:24,Lil Durk,Stay Down (with 6LACK & Young Thug),2205.0
1375,2021-05-31 05:24,Lil Uzi Vert,Leaders (feat. NAV),8614.0
1376,2021-05-31 05:24,Trippie Redd,Death,3366.0
1377,2021-05-31 05:24,Burna Boy,Show & Tell (feat. Future),1486.0
1378,2021-05-31 05:26,Mac Miller,Kool Aid & Frozen Pizza,4654.0
1379,2021-05-31 05:26,sammy rash,summer&cigarettes,114427.0
1380,2021-05-31 05:26,A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug),23312.0
1381,2021-05-31 05:29,A Boogie Wit da Hoodie,Me and My Guitar,161764.0
1382,2021-05-31 21:41,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),20619.0
1383,2021-06-01 21:26,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883.0
1384,2021-06-01 21:29,Young Stoner Life,Solid (feat. Drake),214236.0
1385,2021-06-01 21:33,Don Toliver,What You Need,217002.0
