,endTime,artistName,trackName,msPlayed
2623,2021-08-01 21:24,Fitz and The Tantrums,Out of My League,7968.0
2624,2021-08-01 21:27,Surfaces,Sunday Best,2233.0
2625,2021-08-01 21:27,Eagles,Hotel California - 2013 Remaster,3924.0
2626,2021-08-01 21:27,Gorillaz,Humility (feat. George Benson),197933.0
2627,2021-08-01 21:29,iann dior,gone girl,136568.0
2628,2021-08-01 21:30,Samantha McKaige,Slow Dancing,25332.0
2629,2021-08-02 00:11,Dayglow,Hot Rod,204014.0
2630,2021-08-02 00:11,Gorillaz,Feel Good Inc.,3157.0
2631,2021-08-02 00:11,Bob Marley & The Wailers,Natural Mystic,26888.0
2632,2021-08-02 00:11,Powfu,death bed (coffee for your head),8001.0
2633,2021-08-02 00:12,Grouplove,Tongue Tied,2229.0
2634,2021-08-02 00:12,Sister Nancy,Bam Bam,603.0
2635,2021-08-02 00:12,Reddish Blu,You're So Beautiful,3065.0
2636,2021-08-02 00:12,Z32,Shadows,998.0
2637,2021-08-02 00:12,Sublime,Santeria,743.0
2638,2021-08-02 00:12,Frank Ocean,Pyramids,835.0
2639,2021-08-02 00:12,Panic! At The Disco,LA Devotee,23870.0
2640,2021-08-02 00:12,White Town,Your Woman,1300.0
2641,2021-08-02 00:14,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040.0
2642,2021-08-02 00:19,Jhené Aiko,Sativa,276960.0
2643,2021-08-02 00:23,RŮDE,Eternal Youth,205766.0
2644,2021-08-02 00:24,Brent Faiyaz,Dead Man Walking,105277.0
2645,2021-08-04 00:54,Brent Faiyaz,Dead Man Walking,28048.0
2646,2021-08-04 00:58,Migos,Modern Day,241790.0
2647,2021-08-04 01:02,Outkast,"So Fresh, So Clean",240026.0
2648,2021-08-04 01:02,Kevin Gates,Me Too,10792.0
2649,2021-08-04 01:06,Baby Keem,durag activity (with Travis Scott),225020.0
2650,2021-08-04 01:11,Spillage Village,Shiva (with JID & EARTHGANG feat. Benji. & Jurdan Bryant),260086.0
2651,2021-08-04 01:13,Don Toliver,Had Enough (feat. Quavo & Offset),157133.0
2652,2021-08-04 01:14,YoungBoy Never Broke Again,Fine By Time,7556.0
2653,2021-08-04 01:17,Young Stoner Life,Solid (feat. Drake),215693.0
2654,2021-08-04 01:21,Travis Scott,WAKE UP,219505.0
2655,2021-08-04 01:25,The Kid LAROI,TELL ME WHY,4865.0
2656,2021-08-04 01:25,Young Stoner Life,Diamonds Dancing (feat. Travis Scott),242600.0
2657,2021-08-04 01:28,Money Man,24 (feat. Lil Baby),182857.0
2658,2021-08-04 01:28,Lil Uzi Vert,Chrome Heart Tags,6582.0
2659,2021-08-04 01:31,Shelley FKA DRAM,Cash Machine,181154.0
2660,2021-08-04 01:31,Baby Keem,durag activity (with Travis Scott),4244.0
2661,2021-08-04 01:35,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),789.0
2662,2021-08-04 01:35,YNW Melly,223's (feat. 9lokknine),176640.0
2663,2021-08-04 01:35,Young Stoner Life,Diamonds Dancing (feat. Travis Scott),1490.0
2664,2021-08-04 01:39,Cordae,Wassup (feat. Young Thug),163631.0
2665,2021-08-04 01:42,Pop Smoke,Paranoia (feat. Gunna & Young Thug),212658.0
2666,2021-08-04 01:42,Sammy Adams,All Night Longer,4552.0
2667,2021-08-04 01:44,Rich The Kid,Red,132186.0
2668,2021-08-04 01:47,Playboi Carti,Shoota (feat. Lil Uzi Vert),3436.0
2669,2021-08-04 01:47,Kodak Black,Transportin',2600.0
2670,2021-08-04 01:47,YBN Nahmir,Rubbin off the Paint,157504.0
2671,2021-08-04 01:47,Roddy Ricch,Roll Dice,4735.0
2672,2021-08-04 01:50,Lil Wayne,I Don't Sleep (ft. Takeoff),200733.0
2673,2021-08-04 01:55,JACKBOYS,WHAT TO DO? (feat. Don Toliver),250141.0
2674,2021-08-04 01:59,Migos,Modern Day,18453.0
2675,2021-08-04 01:59,Lil Uzi Vert,Secure The Bag,238425.0
2676,2021-08-04 02:02,Meek Mill,Going Bad (feat. Drake),180522.0
2677,2021-08-04 02:02,Pop Smoke,Got It On Me,5944.0
2678,2021-08-04 02:02,JACKBOYS,OUT WEST (feat. Young Thug),8150.0
2679,2021-08-04 02:06,Lil Uzi Vert,Prices,233333.0
2680,2021-08-04 02:09,MadeinTYO,Chucky Cheese,165293.0
2681,2021-08-04 02:10,Lil Durk,Still Trappin' (with King Von),5108.0
2682,2021-08-04 02:10,Roddy Ricch,Peta (feat. Meek Mill),52744.0
2683,2021-08-04 02:13,Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd),174729.0
2684,2021-08-04 02:13,Post Malone,Congratulations,7557.0
2685,2021-08-04 02:13,2 Chainz,4 AM,2693.0
2686,2021-08-04 02:13,Cherub,Doses & Mimosas,2786.0
2687,2021-08-04 02:16,Mac Miller,Kool Aid & Frozen Pizza,157540.0
2688,2021-08-04 02:16,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),2920.0
2689,2021-08-04 02:20,Mac Miller,Kool Aid & Frozen Pizza,189390.0
2690,2021-08-04 02:23,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),197760.0
2691,2021-08-04 02:26,Lil Baby,Heatin Up (feat. Gunna),177314.0
2692,2021-08-04 02:29,DaBaby,ROCKSTAR (feat. Roddy Ricch),181733.0
2693,2021-08-04 02:31,10k.Caash,SwajjurKicks (feat. Lil Yachty),102906.0
2694,2021-08-04 02:34,Roddy Ricch,High Fashion (feat. Mustard),220486.0
2695,2021-08-04 02:37,Oliver Tree,Alien Boy,164312.0
2696,2021-08-04 02:41,Arizona Zervas,FML,223000.0
2697,2021-08-04 02:44,Lil Baby,Real As It Gets (feat. EST Gee),192804.0
2698,2021-08-04 02:47,Kodak Black,Because Of You,147252.0
2699,2021-08-04 02:50,Anik Khan,Regardless,192000.0
2700,2021-08-04 02:53,The Kid LAROI,WRONG (feat. Lil Mosey),183567.0
2701,2021-08-04 02:55,Lil Tecca,Bossanova,123573.0
2702,2021-08-04 02:58,Octavian,Famous,204300.0
2703,2021-08-04 03:01,Don Toliver,Cardigan,158708.0
2704,2021-08-04 03:04,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),169531.0
2705,2021-08-04 03:08,NLE Choppa,Narrow Road (feat. Lil Baby),240297.0
2706,2021-08-04 03:34,Jack Harlow,WHATS POPPIN,10243.0
2707,2021-08-04 03:34,Lil Tecca,Weatherman,321095.0
2708,2021-08-04 03:37,Gunna,COOLER THAN A BITCH (feat. Roddy Ricch),197000.0
2709,2021-08-04 03:37,Polo G,Epidemic,4234.0
2710,2021-08-04 03:38,Lil Nas X,HOLIDAY,2600.0
2711,2021-08-04 03:38,Absofacto,Dissolve,4551.0
2712,2021-08-04 03:41,A$AP Rocky,Goldie,192066.0
2713,2021-08-04 14:59,NLE Choppa,CAPO,69540.0
2714,2021-08-05 05:04,B.o.B,So Good,209351.0
2715,2021-08-05 05:07,Panic! At The Disco,I Write Sins Not Tragedies,186634.0
2716,2021-08-05 05:11,Gorillaz,Humility (feat. George Benson),197933.0
2717,2021-08-05 05:14,Panic! At The Disco,LA Devotee,196520.0
2718,2021-08-05 05:17,Vance Joy,Riptide,204280.0
2719,2021-08-05 05:21,M83,Midnight City,241440.0
2720,2021-08-05 05:22,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3784.0
2721,2021-08-05 05:22,White Town,Your Woman,10713.0
2722,2021-08-06 02:54,Frank Ocean,Ivy,125875.0
2723,2021-08-06 02:54,Frank Ocean,Ivy,4597.0
2724,2021-08-06 02:58,311,Amber,211080.0
2725,2021-08-06 03:01,Sublime,Santeria,182746.0
2726,2021-08-06 03:01,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),2559.0
2727,2021-08-06 03:06,Edward Sharpe & The Magnetic Zeros,Home,8747.0
2728,2021-08-06 03:06,Edward Sharpe & The Magnetic Zeros,Home,303200.0
2729,2021-08-06 03:10,Foreigner,Juke Box Hero,259800.0
2730,2021-08-06 03:10,Foreigner,Juke Box Hero,2062.0
2731,2021-08-06 04:59,Foreigner,Juke Box Hero,2368.0
2732,2021-08-06 05:01,Hippie Sabotage,Devil Eyes,131271.0
2733,2021-08-06 05:05,Vance Joy,Riptide,200760.0
2734,2021-08-07 16:22,Eagles,Hotel California - 2013 Remaster,371287.0
2735,2021-08-10 18:35,The Black Keys,Gold on the Ceiling,2922.0
2736,2021-08-10 18:39,The Black Keys,Gold on the Ceiling,220855.0
2737,2021-08-10 18:43,Queen,Fat Bottomed Girls,255533.0
2738,2021-08-10 18:46,The Kooks,Bad Habit,155656.0
2739,2021-08-10 19:53,The Kooks,Bad Habit,3882.0
2740,2021-08-10 19:57,The Kooks,Bad Habit,210558.0
2741,2021-08-10 20:00,Dominic Fike,3 Nights,1379.0
2742,2021-08-10 20:00,B.o.B,So Good,213253.0
2743,2021-08-10 20:06,Bush,The Chemicals Between Us,202199.0
2744,2021-08-10 20:09,Panic! At The Disco,LA Devotee,928.0
2745,2021-08-10 20:09,Weezer,Island In The Sun,200306.0
2746,2021-08-10 20:13,Milky Chance,Stolen Dance,30696.0
2747,2021-08-10 20:13,The Kooks,Naive,203506.0
2748,2021-08-10 20:13,Weezer,Island In The Sun,6524.0
2749,2021-08-10 20:13,Brent Faiyaz,Dead Man Walking,4926.0
2750,2021-08-10 20:23,Queen,Fat Bottomed Girls,466256.0
2751,2021-08-11 18:38,Queen,Fat Bottomed Girls,766.0
2752,2021-08-11 18:41,The Black Keys,Gold on the Ceiling,224333.0
2753,2021-08-11 18:45,Queen,Fat Bottomed Girls,217135.0
2754,2021-08-11 18:49,The Kooks,Bad Habit,221413.0
2755,2021-08-11 18:50,The Kooks,Naive,15046.0
2756,2021-08-11 18:50,The Black Keys,Gold on the Ceiling,65712.0
2757,2021-08-11 18:55,The Kooks,She Moves In Her Own Way,317705.0
2758,2021-08-11 18:55,The Kooks,Naive,2020.0
2759,2021-08-11 18:59,Weezer,Island In The Sun,200306.0
2760,2021-08-11 18:59,Weezer,Island In The Sun,4248.0
2761,2021-08-11 19:02,The Kooks,Naive,203506.0
2762,2021-08-11 19:02,Weezer,Island In The Sun,10197.0
2763,2021-08-11 19:06,Bush,The Chemicals Between Us,217493.0
2764,2021-08-11 19:06,Sublime,Santeria,6102.0
2765,2021-08-11 21:06,Bush,Comedown,11795.0
2766,2021-08-12 03:32,The Kooks,Bad Habit,9898.0
2767,2021-08-12 03:35,The Kooks,Bad Habit,211759.0
2768,2021-08-12 05:59,iann dior,gone girl,38144.0
2769,2021-08-12 06:00,The Kooks,Bad Habit,62717.0
2770,2021-08-12 15:10,Queen,Fat Bottomed Girls,143383.0
2771,2021-08-21 04:29,Queen,Fat Bottomed Girls,24427.0
2772,2021-08-21 04:30,Young Thug,Tick Tock,32043.0
2773,2021-08-21 04:32,Jack Harlow,SUVs (Black on Black),138685.0
2774,2021-08-21 04:38,Jack Harlow,SUVs (Black on Black),18964.0
2775,2021-08-21 04:39,YNW Melly,Mind of Melvin (feat. Lil Uzi Vert),38818.0
2776,2021-08-21 04:41,Jack Harlow,SUVs (Black on Black),157675.0
2777,2021-08-21 04:44,YNW Melly,Mind of Melvin (feat. Lil Uzi Vert),164582.0
2778,2021-08-28 06:53,San Holo,We Rise,2922.0
2779,2021-08-28 20:44,San Holo,We Rise,519789.0
2780,2021-08-28 20:51,The Kooks,Bad Habit,371019.0
2781,2021-08-28 20:53,Louis The Child,Weekend,140132.0
2782,2021-08-28 20:53,San Holo,We Rise,23.0
2783,2021-08-28 20:56,The Kooks,She Moves In Her Own Way,2321.0
2784,2021-08-28 20:56,The Kooks,Naive,2159.0
2785,2021-08-28 20:56,San Holo,We Rise,178445.0
2786,2021-08-28 20:56,The Kooks,Bad Habit,882.0
2787,2021-08-28 20:59,The Kooks,Naive,162446.0
2788,2021-08-28 21:03,Queen,Fat Bottomed Girls,239304.0
2789,2021-08-28 21:04,The Black Keys,Gold on the Ceiling,75348.0
2790,2021-08-28 21:09,San Holo,We Rise,266482.0
2791,2021-08-28 21:35,Fitz and The Tantrums,Out of My League,2880.0
2792,2021-09-02 07:18,2 Chainz,Rule The World (feat. Ariana Grande),26666.0
2793,2021-09-02 22:37,Nas,If I Ruled the World (Imagine That) (feat. Lauryn Hill),87402.0
2794,2021-09-05 07:58,The Kooks,Bad Habit,201409.0
2795,2021-09-05 08:00,Queen,Fat Bottomed Girls,142059.0
2796,2021-09-05 08:04,The Zombies,Time of the Season,214026.0
2797,2021-09-05 08:06,San Holo,We Rise,172039.0
2798,2021-09-05 08:07,Bush,The Chemicals Between Us,8335.0
2799,2021-09-05 08:10,The Black Keys,Gold on the Ceiling,224333.0
2800,2021-09-05 08:10,The Black Keys,Gold on the Ceiling,4440.0
2801,2021-09-05 08:14,Dayglow,Hot Rod,204014.0
2802,2021-09-05 08:18,Foreigner,Juke Box Hero,259800.0
2803,2021-09-05 08:40,B.o.B,So Good,210971.0
2804,2021-09-05 08:53,The Kooks,Naive,22476.0
2805,2021-09-05 08:53,The Black Keys,Gold on the Ceiling,4086.0
2806,2021-09-05 08:53,Edward Sharpe & The Magnetic Zeros,Home,510.0
2807,2021-09-05 08:58,The Kooks,Naive,251486.0
2808,2021-09-05 09:01,Dominic Fike,3 Nights,177666.0
2809,2021-09-05 09:05,Gorillaz,Humility (feat. George Benson),197933.0
2810,2021-09-05 09:07,Z32,Shadows,255.0
2812,2021-09-05 09:07,Hippie Sabotage,Devil Eyes,131271.0
2813,2021-09-05 09:07,Edward Sharpe & The Magnetic Zeros,Home,23.0
2815,2021-09-05 09:10,Edward Sharpe & The Magnetic Zeros,Home,220636.0
2817,2021-09-05 09:14,311,Amber,211080.0
2818,2021-09-05 09:17,Sublime,Santeria,182746.0
2820,2021-09-05 09:21,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),242207.0
2821,2021-09-05 09:25,Black Eyed Peas,Just Can’t Get Enough,219426.0
2822,2021-09-05 09:28,Fitz and The Tantrums,Out of My League,206507.0
2823,2021-09-06 00:42,Jhené Aiko,Sativa,78738.0
2824,2021-09-11 03:45,311,Amber,211080.0
2825,2021-09-11 03:49,Vance Joy,Riptide,204280.0
2826,2021-09-11 03:52,Gorillaz,Feel Good Inc.,222640.0
2827,2021-09-11 03:56,Gorillaz,Humility (feat. George Benson),197933.0
2828,2021-09-11 03:56,Absofacto,Dissolve,864.0
2829,2021-09-11 03:59,The Kooks,Bad Habit,205682.0
2830,2021-09-11 04:04,San Holo,We Rise,255721.0
2831,2021-09-11 04:07,Cage The Elephant,Cigarette Daydreams,208760.0
2832,2021-09-11 04:07,Cage The Elephant,Cigarette Daydreams,300.0
2833,2021-09-11 04:09,Phoenix,Lisztomania,101703.0
2834,2021-09-11 04:13,Phoenix,Lisztomania,240187.0
2835,2021-09-11 04:18,Z32,Shadows,295543.0
2836,2021-09-11 04:23,Edward Sharpe & The Magnetic Zeros,Home,301139.0
2837,2021-09-11 04:26,Fitz and The Tantrums,Out of My League,202547.0
2838,2021-09-11 04:30,Sublime,Doin' Time,248081.0
2840,2021-09-11 04:33,Sublime,What I Got,170906.0
2842,2021-09-11 04:37,M83,Midnight City,241440.0
2843,2021-09-11 04:41,Black Eyed Peas,Just Can’t Get Enough,219426.0
2844,2021-09-11 04:41,Black Eyed Peas,Just Can’t Get Enough,3217.0
2845,2021-09-11 04:45,Frank Ocean,Ivy,230504.0
2846,2021-09-11 04:48,Sister Nancy,Bam Bam,195001.0
2847,2021-09-11 04:51,The Wombats,Let's Dance to Joy Division,184482.0
2848,2021-09-11 04:55,Sister Nancy,Bam Bam,2467.0
2849,2021-09-11 04:55,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),244000.0
2850,2021-09-11 04:55,Powfu,death bed (coffee for your head),2856.0
2851,2021-09-11 04:59,Tones And I,Dance Monkey,208515.0
2852,2021-09-11 05:02,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,155109.0
2853,2021-09-11 05:07,Milky Chance,Stolen Dance,295241.0
2854,2021-09-11 05:09,Hippie Sabotage,Devil Eyes,128777.0
2855,2021-09-11 05:12,B.o.B,So Good,213253.0
2856,2021-09-11 05:13,The Kooks,She Moves In Her Own Way,2113.0
2858,2021-09-11 05:17,Milky Chance,Stolen Dance,3138.0
2859,2021-09-11 05:17,The Kooks,Naive,203506.0
2860,2021-09-11 05:19,The Kooks,She Moves In Her Own Way,167740.0
2861,2021-09-11 05:23,Dominic Fike,3 Nights,441.0
2862,2021-09-11 05:23,The Zombies,Time of the Season,214026.0
2863,2021-09-11 05:23,Hippie Sabotage,Devil Eyes,3694.0
2864,2021-09-11 05:23,The Shins,New Slang,1021.0
2865,2021-09-11 05:26,Dominic Fike,3 Nights,177666.0
2867,2021-09-11 05:29,Dominic Fike,Phone Numbers,146826.0
2868,2021-09-11 05:31,Weezer,Island In The Sun,125899.0
2869,2021-09-16 06:33,Dominic Fike,3 Nights,301.0
2870,2021-09-16 06:33,The Black Keys,Gold on the Ceiling,2670.0
2871,2021-09-16 06:33,Queen,Fat Bottomed Girls,3529.0
2872,2021-09-16 06:37,Queen,Fat Bottomed Girls,255533.0
2873,2021-09-16 06:41,The Black Keys,Gold on the Ceiling,219557.0
2874,2021-09-16 06:47,Mac Miller,Knock Knock,7082.0
2875,2021-09-16 06:47,Eagles,Hotel California - 2013 Remaster,380760.0
2876,2021-09-16 06:51,Mac Miller,Knock Knock,198739.0
2877,2021-09-16 06:55,San Holo,We Rise,262664.0
2878,2021-09-16 06:59,Absofacto,Dissolve,223143.0
2879,2021-09-16 07:02,Dayglow,Hot Rod,204014.0
2880,2021-09-16 07:02,Absofacto,Dissolve,285.0
2881,2021-09-16 07:06,The Wombats,Let's Dance to Joy Division,191293.0
2882,2021-09-16 07:08,Hippie Sabotage,Devil Eyes,118494.0
2883,2021-09-16 07:11,Sublime,Santeria,182746.0
2884,2021-09-16 07:15,Jhené Aiko,Sativa,272955.0
2885,2021-09-16 07:19,Foreigner,Juke Box Hero,258554.0
2886,2021-09-16 07:23,Damian Marley,"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix",240210.0
2887,2021-09-16 07:28,Frank Ocean,Pyramids,297122.0
2888,2021-09-16 07:34,Sublime,Santeria,606.0
2889,2021-09-16 07:34,Cherub,Doses & Mimosas,323253.0
2891,2021-09-16 07:37,Bob Marley & The Wailers,Natural Mystic,207733.0
2892,2021-09-16 07:41,Grouplove,Tongue Tied,218013.0
2893,2021-09-16 07:41,Bob Marley & The Wailers,Natural Mystic,5652.0
2894,2021-09-16 07:45,Tones And I,Dance Monkey,209438.0
2895,2021-09-16 07:48,RŮDE,Eternal Youth,204607.0
2896,2021-09-16 07:50,LLusion,walk but in a garden,114000.0
2897,2021-09-16 07:51,Peaceful Melody,Stay With Me,51429.0
2898,2021-09-16 07:53,Lullaby,Essentials,133500.0
2899,2021-09-16 07:55,vlows,do you care,137142.0
2900,2021-09-16 07:57,London Fireplaces,night bus,77283.0
2901,2021-09-16 07:59,Joe Fox,What's The Word,134397.0
2902,2021-09-19 06:03,The Kooks,Bad Habit,209072.0
2903,2021-09-19 06:07,San Holo,We Rise,266482.0
2904,2021-09-19 06:08,BabyJake,Cigarettes On Patios,36060.0
2905,2021-09-19 06:12,Gorillaz,Feel Good Inc.,222640.0
2906,2021-09-19 06:12,Gorillaz,Humility (feat. George Benson),2763.0
2907,2021-09-19 06:12,Weezer,Island In The Sun,4481.0
2908,2021-09-19 06:12,Black Eyed Peas,Just Can’t Get Enough,10336.0
2909,2021-09-19 06:16,The Black Keys,Gold on the Ceiling,224333.0
2910,2021-09-19 06:20,Queen,Fat Bottomed Girls,236036.0
2911,2021-09-19 06:23,Dayglow,Hot Rod,204014.0
2912,2021-09-19 06:23,Jhené Aiko,Sativa,534.0
2913,2021-09-19 06:23,Tones And I,Dance Monkey,12615.0
2914,2021-09-19 06:41,Eagles,Hotel California - 2013 Remaster,121624.0
2915,2021-09-19 06:43,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,158040.0
2917,2021-09-19 06:47,Gorillaz,Feel Good Inc.,9715.0
2918,2021-09-19 06:47,Dominic Fike,3 Nights,4852.0
2919,2021-09-19 06:47,B.o.B,So Good,213253.0
2920,2021-09-19 06:53,The Kooks,She Moves In Her Own Way,169306.0
2921,2021-09-19 06:58,Jhené Aiko,Sativa,273462.0
2922,2021-09-19 07:01,The Kooks,Naive,203506.0
2923,2021-09-19 07:06,Jhené Aiko,Sativa,276960.0
2924,2021-09-19 07:13,Weezer,Island In The Sun,200306.0
2925,2021-09-19 07:16,RŮDE,Eternal Youth,205766.0
2926,2021-09-19 07:20,The Zombies,Time of the Season,214026.0
2927,2021-09-19 07:23,The Wombats,Let's Dance to Joy Division,191293.0
2928,2021-09-19 07:27,311,Amber,211080.0
2929,2021-09-19 07:30,Hippie Sabotage,Devil Eyes,5479.0
2930,2021-09-19 07:30,Edward Sharpe & The Magnetic Zeros,Home,183378.0
2931,2021-09-19 07:33,Gorillaz,Humility (feat. George Benson),197933.0
2932,2021-09-19 07:38,Jhené Aiko,Sativa,276960.0
2933,2021-09-19 07:41,The Kooks,Naive,203506.0
2934,2021-09-19 07:45,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),244000.0
2935,2021-09-19 07:49,Black Eyed Peas,Just Can’t Get Enough,219426.0
2936,2021-09-19 07:52,Powfu,death bed (coffee for your head),173333.0
2937,2021-09-19 07:56,Absofacto,Dissolve,224660.0
2938,2021-09-19 07:59,Grouplove,Tongue Tied,218013.0
2939,2021-09-19 08:03,RŮDE,Eternal Youth,205766.0
2940,2021-09-19 08:06,Vance Joy,Riptide,204280.0
2941,2021-09-19 08:09,Frank Ocean,Pyramids,142427.0
2942,2021-09-25 06:40,Dayglow,Hot Rod,204014.0
2943,2021-09-25 06:40,M83,Midnight City,19233.0
2944,2021-09-25 06:43,Kanye West,Moon,156091.0
2945,2021-09-25 06:43,Jhené Aiko,Sativa,7039.0
2946,2021-09-25 06:43,Cage The Elephant,Cigarette Daydreams,905.0
2947,2021-09-25 06:47,San Holo,We Rise,266482.0
2948,2021-09-25 06:51,The Kooks,Bad Habit,218244.0
2949,2021-09-25 06:52,BabyJake,Cigarettes On Patios,2159.0
2950,2021-09-25 06:55,Mac Miller,Knock Knock,200411.0
2951,2021-09-25 06:55,Cage The Elephant,Cigarette Daydreams,510.0
2952,2021-09-25 06:55,Phoenix,Lisztomania,1346.0
2953,2021-09-25 06:59,Kanye West,Moon,11658.0
2954,2021-09-25 06:59,The Zombies,Time of the Season,214026.0
2955,2021-09-25 06:59,The Zombies,Time of the Season,325.0
2956,2021-09-25 06:59,Phoenix,Lisztomania,23870.0
2957,2021-09-25 07:02,Mac Miller,The Spins,195873.0
2958,2021-09-25 07:05,Mac Miller,Nikes On My Feet,164631.0
2959,2021-09-25 07:09,Wiz Khalifa,The Thrill,234333.0
2960,2021-09-25 07:12,Aminé,Spice Girl,173946.0
2961,2021-09-25 07:12,Curren$y,The Count (feat. Wiz Khalifa),11520.0
2962,2021-09-25 07:16,Absofacto,Dissolve,224660.0
2963,2021-09-25 07:24,YG,Toot It And Boot It,232318.0
2964,2021-09-25 07:27,Drake,Way 2 Sexy (with Future & Young Thug),180558.0
2965,2021-09-25 07:29,Gunna,too easy,138586.0
2966,2021-09-25 07:32,Joyner Lucas,Your Heart,198620.0
2967,2021-09-25 07:33,Drake,Way 2 Sexy (with Future & Young Thug),25835.0
2968,2021-09-25 07:33,Drake,Fair Trade (with Travis Scott),2879.0
2969,2021-09-25 07:36,Moneybagg Yo,Wockesha (with Lil Wayne & Ashanti) - Remix,202617.0
2970,2021-09-25 07:41,Drake,Fair Trade (with Travis Scott),291175.0
2971,2021-09-25 07:41,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),4332.0
2972,2021-09-25 07:44,DaBaby,Lonely (with Lil Wayne),152601.0
2973,2021-09-25 07:47,Drake,Girls Want Girls (with Lil Baby),221979.0
2974,2021-09-25 07:48,Sleepy Hallow,2055,18589.0
2975,2021-09-25 07:51,YoungBoy Never Broke Again,Call Me Late,11995.0
2976,2021-09-25 07:51,Rich The Kid,Money Talk (feat. YoungBoy Never Broke Again),580.0
2977,2021-09-25 07:51,Trippie Redd,Death,172195.0
2978,2021-09-25 07:54,Young Thug,Hop Off A Jet (feat. Travis Scott),174066.0
2979,2021-09-25 07:56,42 Dugg,4 Da Gang (with Roddy Ricch),156367.0
2980,2021-09-25 07:56,Lil Uzi Vert,Secure The Bag,1075.0
2981,2021-09-25 07:59,Lil Tecca,Amigo,150093.0
2983,2021-09-25 08:01,Kodak Black,Transportin',150743.0
2984,2021-09-25 08:03,Shoreline Mafia,Whuss the Deal,115565.0
2985,2021-09-25 08:06,6 Dogs,Faygo Dreams,171906.0
2986,2021-09-25 08:09,YoungBoy Never Broke Again,Ranada,176483.0
2987,2021-09-25 08:14,Nebu Kiniza,Gassed Up,28305.0
2988,2021-09-25 08:15,Young Thug,Bad Bad Bad (feat. Lil Baby),100008.0
2989,2021-09-25 08:18,A Boogie Wit da Hoodie,Me and My Guitar,155643.0
2990,2021-09-25 08:21,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),206702.0
2991,2021-09-25 08:21,Rich The Kid,Red,9845.0
2992,2021-09-25 08:21,NLE Choppa,Walk Em Down (feat. Roddy Ricch),825.0
2993,2021-09-25 08:25,Playboi Carti,FlatBed Freestyle,8684.0
2994,2021-09-25 08:25,Lil Wayne,I Don't Sleep (ft. Takeoff),3604.0
2995,2021-09-25 08:25,Swae Lee,Someone Said,8080.0
2996,2021-09-25 08:25,Drake,Pain 1993 (with Playboi Carti),1741.0
2997,2021-09-25 08:25,Arizona Zervas,24,789.0
2998,2021-09-25 08:25,Lil Uzi Vert,Leaders (feat. NAV),194843.0
2999,2021-09-25 08:25,Rvssian,Only The Team (with Lil Mosey & Lil Tjay),6501.0
3000,2021-09-25 08:26,StaySolidRocky,Party Girl,43003.0
3001,2021-09-25 08:31,Gunna,too easy,138586.0
3002,2021-09-25 08:34,Gunna,Helluva Price,145796.0
3003,2021-09-25 08:36,NAV,Champion (feat. Travis Scott),138356.0
3004,2021-10-03 06:37,Outkast,Hey Ya!,6106.0
3005,2021-10-03 06:37,Outkast,Hey Ya!,23127.0
3006,2021-10-03 06:37,Pharrell Williams,"Happy - From ""Despicable Me 2""",13931.0
3007,2021-10-03 06:37,Young Stoner Life,Ski,766.0
3008,2021-10-03 06:37,Young Stoner Life,Ski,10866.0
3009,2021-10-03 06:38,Diddy - Dirty Money,Coming Home,2159.0
3010,2021-10-03 06:38,Kanye West,Stronger,4945.0
3011,2021-10-03 06:38,U2,Beautiful Day,5642.0
3012,2021-10-03 06:39,Ol' Dirty Bastard,Shimmy Shimmy Ya,11958.0
3013,2021-10-03 06:39,Kanye West,Stronger,84450.0
3014,2021-10-03 06:40,E-40,U and Dat (feat. T. Pain & Kandi Girl),4342.0
3015,2021-10-03 06:40,The Notorious B.I.G.,Big Poppa - 2005 Remaster,18366.0
3016,2021-10-03 06:40,Seal,Kiss from a Rose,743.0
3017,2021-10-03 06:40,JAY-Z,99 Problems,4945.0
3018,2021-10-03 06:40,Ludacris,What's Your Fantasy (Featuring Shawna),2252.0
3019,2021-10-03 06:40,50 Cent,Candy Shop,6664.0
3020,2021-10-03 06:40,J-Kwon,Tipsy - Radio Mix,8452.0
3021,2021-10-03 06:40,Ciara,"One, Two Step (feat. Missy Elliott)",8010.0
3022,2021-10-03 06:40,DMX,Party Up (Up in Here) - Re-Recorded,4690.0
3023,2021-10-03 06:40,Big Sean,I Don't Fuck With You,5294.0
